Paris_AN_JJ_inventaire_Gascogne.xml_Register;Paris_AN_JJ_inventaire_Gascogne.xml_Act_number;Paris_AN_JJ_inventaire_Gascogne.xml_Head;Paris_AN_JJ_inventaire_Gascogne.xml_Locus;Paris_AN_JJ_inventaire_Gascogne.xml_File
JJ158;262rectifié241;1050;134v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;270n°rectifié249;1051;140v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;274rectifié253;1052;142v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;308,rectifié288;1053;167v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;374,rectifié353;1054;206v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;375;1055;208;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;413,rectifié408;1056;236v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;436,rectifié431;1057;251v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ158;445,rectifié439;1058;255v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ159;196;1059;118v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ159;294;1060;171;Paris_AN_JJ_inventaire_Gascogne.xml
JJ159;1342;1061;201v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;7;1062;6;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;184;1063;126;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;217;1064;148;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;242;1065;168;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;243;1066;169;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;360;1067;257v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ160;374;1068;266v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ161;28;1069;19;Paris_AN_JJ_inventaire_Gascogne.xml
JJ161;268;1070;178v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ161;349;1071;263v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;5;1072;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;21;1073;27v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;22;1073;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;23;1073;30;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;24;1073;31;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;117;1074;94;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;160;1075;125;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;170;1076;132;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;171;1077;132v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;182;1078;141v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;193;1079;150v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;211;1080;178;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;258;1081;198;Paris_AN_JJ_inventaire_Gascogne.xml
JJ162;371;1082;274v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;56;1083;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;95;1084;49;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;107;1085;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;113;1086;61;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;139;1087;79;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;142;1088;80;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;301;1089;172v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ163;448;1090;253;Paris_AN_JJ_inventaire_Gascogne.xml
JJ164;26;1091;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ164;42;1092;23v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ164;44;1093;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ164;58;1094;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ164;101;1095;57;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;49;1096;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;97;1097;63v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;169;1098;101v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;172;1099;103;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;180;1100;106;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;254;1101;149;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;255;1101;149v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;333;1102;200;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;334;1103;200v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ165;364;1104;219;Paris_AN_JJ_inventaire_Gascogne.xml
JJ166;217;1105;142v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ167;97;1106;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ167;205;1107;307;Paris_AN_JJ_inventaire_Gascogne.xml
JJ167;310;1108;448v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ167;33;1109;477v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ167;375;1110;533v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ168;127;1111;89v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ168;362;1112;242;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;20;1113;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;135;1114;111v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;190;1115;135;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;347;1116;233;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;348;1117;fol-233v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;410;1118;273;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;456;1119;307v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ169;531;1120;360v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ170;33;1121;68;Paris_AN_JJ_inventaire_Gascogne.xml
JJ170;84;1122;106;Paris_AN_JJ_inventaire_Gascogne.xml
JJ170;160;1123;159;Paris_AN_JJ_inventaire_Gascogne.xml
JJ171;307;1124;181;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;156;1125;103v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;161;1126;109;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;164;1127;110v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;166;1128;111;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;189;1129;130v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;190;1130;131;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;192;1131;132;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;196;1132;134v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;217;1133;163v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;379;1134;268;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;390;1135;272v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;411;1136;279;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;412;1137;279v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;417;1138;281vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;418;1139;282;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;419;1140;282;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;420;1141;282;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;422;1142;282v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ176;437;1143;289v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;80;1144;44v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;93;1145;51;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;99;1146;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;104;1147;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;127;1148;80v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;132;1149;87v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;142;1150;foi94;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;168;1151;112;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;172;1152;114v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;202;1153;fol135v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ177;236;1154;156;Paris_AN_JJ_inventaire_Gascogne.xml
JJ178;10;1155;7v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ178;16;1156;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ178;9;1157;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ178;204;1158;117;Paris_AN_JJ_inventaire_Gascogne.xml
JJ178;220;1159;126v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ178;222;1160;127v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;11;1161;6-6v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;18;1162;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;30;1163;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;33;1164;14v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;55;1165;28;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;83;1166;46;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;123;1167;65;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;126;1168;67;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;192;1169;107;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;194;1170;108v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;210;1171;119;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;251;1172;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;276;1173;159v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;309;1174;176v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;310;1175;177;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;338;1176;192;Paris_AN_JJ_inventaire_Gascogne.xml
JJ179;348;1177;196;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;60;1178;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;64;1179;28;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;65;1180;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;78;1181;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;92;1182;40;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;103;1183;46v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;133;1184;60v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ180;151;1185;71;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;24;1186;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;28;1187;15;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;32;1188;17v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;36;1189;20;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;116;1190;64;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;139;1191;78v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ181;155;1191;96;Paris_AN_JJ_inventaire_Gascogne.xml
JJ182;65;1192;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ182;67;1193;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ182;139;1194;76v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ182;155;1195;86v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ184;594;1196;393v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;125;1197;fol;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;127;1198;95vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;127;1199;95;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;137;1200;103;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;139;1201;105;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;195;1202;146;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;166;1203;127;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;209;1204;155;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;211;1205;156;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;213;1206;publ157;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;240;1207;172;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;241;1208;172;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;243;1209;174v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;267;1210;187v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;282;1211;196v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;288;1212;201v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ185;289;1213;202;Paris_AN_JJ_inventaire_Gascogne.xml
JJ186;21;1214;fol:11v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ186;50;1215;31;Paris_AN_JJ_inventaire_Gascogne.xml
JJ186;58;1216;37;Paris_AN_JJ_inventaire_Gascogne.xml
JJ186;63;1217;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ186;81;1218;48v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;7;1219;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;19;1220;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;20;1221;14;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;23;1222;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;41;1223;22v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;44;1224;24v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;51;1225;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;53;1226;29v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;58;1227;31v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;69;1228;37;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;110;1229;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;119;1230;62v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;122;1231;64v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;126;1232;66;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;135;1233;70;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;147;1234;75v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;152;1235;78;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;168;1236;86;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;172;1237;89;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;210;1238;105;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;250;1239;134;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;278;1240;149;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;282;1241;151;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;289;1242;154v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;298;1243;161v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;305;1244;167v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;311;1245;170;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;334;1246;180v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;336;1247;182;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;337;1248;182;Paris_AN_JJ_inventaire_Gascogne.xml
JJ187;350;1249;188v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;5;1250;3;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;18;1251;1lv;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;27;1252;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;45;1253;24;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;56;1254;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;65;1255;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;68;1256;34;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;71;1257;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;77;1258;37;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;112;1259;55;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;172;1260;86v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;174;1261;87;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;180;1262;90;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;193;1263;97;Paris_AN_JJ_inventaire_Gascogne.xml
JJ188;195;1264;98;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;28;1265;19;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;33;1266;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;46;1267;25v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;51;1268;26v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;54;1269;27v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;67;1270;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;72;1271;35v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;79;1272;40;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;83;1273;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;92;1274;45v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;98;1275;47v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;102;1276;49;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;112;1277;52v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;113;1278;52v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;114;1279;53;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;150;1280;69v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ189;156;1281;72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;27;1282;15;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;29;1283;16v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;30;1284;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;57;1285;29v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;83;1286;44v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;85;1287;45v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;106;1288;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;108;1289;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;115;1290;60;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;116;1291;60v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;128;1292;68v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;136;1293;73v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;151;1294;81;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;155;1295;83;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;160;1296;85v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;179;1297;95;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;181;1298;96v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ190;216;1299;118;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;19;1300;2;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;52;1301;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;95;1302;50v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;147;1303;78;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;181;1304;fol95;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;190;1305;100;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;192;1306;101;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;193;1307;101v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;201;1308;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ191;239;1309;129;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;19;1310;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;34;1311;25v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;55;1312;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;56;1313;40;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;59;1314;41v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;60;1315;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;63;1316;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;70;1317;50;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;71;1318;50vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;72;1319;52;Paris_AN_JJ_inventaire_Gascogne.xml
JJ192;84;1320;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;20;1321;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;83;1322;45v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;91;1323;49;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;131;1324;73;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;177;1325;95v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;268;1326;150v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ194;273;1327;154;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;560;1328;147v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;983;1329;228;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1009;1330;233;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1025;1331;236;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1033;1332;237v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1042;1333;239;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1244;1334;275v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1253;1335;277v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1263;1336;281;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1287;1337;fol283v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1341;1338;293v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ195;1348;1339;294v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;164;1340;96v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;229;1341;154v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;316;1342;196;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;328;1343;206v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;347;1344;226;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;348;1345;225v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ196;367;1346;237v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;24;1347;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;106;1348;63v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;206;1349;116;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;207;1350;116;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;214;1351;120;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;216;1352;121;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;fol234;1353;129v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;241;1354;133vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;271;1355;146;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;277;1356;148v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;289;1357;156;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;311;1358;168;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;323;1359;174v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;340;1360;188;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;374;1361;199v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;392;1362;208;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;398;1363;210;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;420;1364;220;Paris_AN_JJ_inventaire_Gascogne.xml
JJ197;321;1365;220v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;1;1366;1;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;7;1367;8;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;25;1368;25vo-28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;29;1369;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;39;1370;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;47;1371;47v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;60;1372;60v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;61;1373;61v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;84;1374;81;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;99;1375;101;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;315;1375;277;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;205;1376;191;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;261;1377;226v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;263;1378;227v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;264;1379;228v;Paris_AN_JJ_inventaire_Gascogne.xml
;;1380;228v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;273;1381;236;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;283;1382;248;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;284;1383;248v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;287;1384;250v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;288;1385;251;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;293;1386;255v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;298;1387;263v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;302;1388;269;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;303;1389;269v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;304;1390;270-272;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;332;1391;295;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;345;1392;303;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;355;1393;310v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;361;1394;324v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;363;1395;326v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;382;1396;349v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;383;1397;350v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;419;1398;380v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;423;1399;384v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;424;1400;384v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;442;1401;398;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;444;1402;399v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;447;1403;401v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;448;1404;401v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;453;1405;405v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;495;1406;436;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;502;1407;449;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;505;1408;451;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;531;1409;482;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;544;1410;492v;Paris_AN_JJ_inventaire_Gascogne.xml
