Guerin_tome1-tome12.xml_Register;Guerin_tome1-tome12.xml_Act_number;Guerin_tome1-tome12.xml_Head;Guerin_tome1-tome12.xml_Locus;Guerin_tome1-tome12.xml_File
JJ35;52;I;fol15;Guerin_tome1-tome12.xml
JJ38;98;II;fol51;Guerin_tome1-tome12.xml
JJ35;138;III;fol65;Guerin_tome1-tome12.xml
JJ35;138bis;IV;fol66;Guerin_tome1-tome12.xml
JJ35;134;V;fol58v;Guerin_tome1-tome12.xml
JJ36;144;VI;fol64v;Guerin_tome1-tome12.xml
JJ35;147;VII;fol70v;Guerin_tome1-tome12.xml
JJ36;145;VII;fol65;Guerin_tome1-tome12.xml
JJ37;39;VIII;fol16v;Guerin_tome1-tome12.xml
JJ37;39bis;IX;fol16v;Guerin_tome1-tome12.xml
JJ37;82;X;fol28v;Guerin_tome1-tome12.xml
JJ36;246;XI;fol102;Guerin_tome1-tome12.xml
JJ36;243;XII;fol101v;Guerin_tome1-tome12.xml
JJ38;176;XIII;fol80;Guerin_tome1-tome12.xml
JJ38;84;XIV;fol74v;Guerin_tome1-tome12.xml
JJ38;83;XV;fol74;Guerin_tome1-tome12.xml
JJ38;231;XVI;fol99;Guerin_tome1-tome12.xml
JJ44;73;XVII;fol46v;Guerin_tome1-tome12.xml
JJ42A;7;XVIII;fol67;Guerin_tome1-tome12.xml
JJ40;92;XIX;fol42v;Guerin_tome1-tome12.xml
JJ44;150;XX;fol93v;Guerin_tome1-tome12.xml
JJ44;149;XXI;fol93v;Guerin_tome1-tome12.xml
JJ44;154;XXII;fol96;Guerin_tome1-tome12.xml
JJ44;158;XXIII;fol97;Guerin_tome1-tome12.xml
JJ44;165;XXIV;fol98v;Guerin_tome1-tome12.xml
JJ41;81;XXV;fol52v;Guerin_tome1-tome12.xml
JJ40;89;XXVI;fol40v;Guerin_tome1-tome12.xml
JJ40;151;XXVII;fol78;Guerin_tome1-tome12.xml
JJ41;11;XXVIII;fol9v;Guerin_tome1-tome12.xml
JJ41;123;XXIX;fol74v;Guerin_tome1-tome12.xml
JJ42B;122;XXIX;fol62v;Guerin_tome1-tome12.xml
JJ41;124;XXX;fol77v;Guerin_tome1-tome12.xml
JJ42B;123;XXX;fol64v;Guerin_tome1-tome12.xml
JJ41;174;XXXI;fol99v;Guerin_tome1-tome12.xml
JJ42B;196;XXXI;fol93;Guerin_tome1-tome12.xml
JJ41;193;XXXII;fol109;Guerin_tome1-tome12.xml
JJ42B;192;XXXII;fol91;Guerin_tome1-tome12.xml
JJ41;175;XXXIII;fol100v;Guerin_tome1-tome12.xml
JJ41;202;XXXIV;fol112v;Guerin_tome1-tome12.xml
JJ45;136;XXXV;fol89;Guerin_tome1-tome12.xml
JJ50;79;XXXVI;fol54v;Guerin_tome1-tome12.xml
JJ47;78;XXXVII;fol51v;Guerin_tome1-tome12.xml
JJ46;171;XXXVIII;fol100;Guerin_tome1-tome12.xml
JJ48;183;XXXIX;fol106v;Guerin_tome1-tome12.xml
JJ48;204;XL;fol120v;Guerin_tome1-tome12.xml
JJ49;10;XLI;fol4;Guerin_tome1-tome12.xml
JJ49;68;XLII;fol32v;Guerin_tome1-tome12.xml
JJ49;222;XLIII;fol96v;Guerin_tome1-tome12.xml
JJ50;18;XLIV;fol20;Guerin_tome1-tome12.xml
JJ50;110;XLV;fol71v;Guerin_tome1-tome12.xml
JJ50;121;XLVI;fol77v;Guerin_tome1-tome12.xml
JJ52;22;XLVII;fol8;Guerin_tome1-tome12.xml
JJ52;75;XLVII;fol38;Guerin_tome1-tome12.xml
JJ52;56;XLVIII;fol30;Guerin_tome1-tome12.xml
JJ52;66;XLIX;fol35;Guerin_tome1-tome12.xml
JJ52;100;L;fol53v;Guerin_tome1-tome12.xml
JJ52;201;LI;fol103;Guerin_tome1-tome12.xml
JJ52;230;LII;fol113v;Guerin_tome1-tome12.xml
JJ57(MuséedesArchivesAE*II327);;LIII;fol25;Guerin_tome1-tome12.xml
JJ54B;29;LIV;fol22v;Guerin_tome1-tome12.xml
JJ54A;607;LV;fol46;Guerin_tome1-tome12.xml
JJ54B;52;LVI;fol35;Guerin_tome1-tome12.xml
JJ55;2;LVII;fol2v;Guerin_tome1-tome12.xml
JJ53;34;LVIII;fol13;Guerin_tome1-tome12.xml
JJ53;188;LIX;fol82;Guerin_tome1-tome12.xml
JJ53;276;LX;fol116v;Guerin_tome1-tome12.xml
JJ54A;449;LXI;fol33;Guerin_tome1-tome12.xml
JJ55;17;LXII;fol10v;Guerin_tome1-tome12.xml
JJ53;216;LXIII;fol91;Guerin_tome1-tome12.xml
JJ55;21;LXIV;fol12;Guerin_tome1-tome12.xml
JJ54A;458;LXV;fol33v;Guerin_tome1-tome12.xml
JJ53;281;LXVI;fol118;Guerin_tome1-tome12.xml
JJ53;256;LXVII;fol107;Guerin_tome1-tome12.xml
JJ53;280;LXVIII;fol118;Guerin_tome1-tome12.xml
JJ53;278;LXIX;fol117v;Guerin_tome1-tome12.xml
JJ53;277;LXX;fol117;Guerin_tome1-tome12.xml
JJ53;279;LXXI;fol117;Guerin_tome1-tome12.xml
JJ53;275;LXXII;fol116v;Guerin_tome1-tome12.xml
JJ54A;681;LXXIII;fol53;Guerin_tome1-tome12.xml
JJ54A;661;LXXIV;fol52;Guerin_tome1-tome12.xml
JJ56;25;LXXV;fol9;Guerin_tome1-tome12.xml
JJ55;;LXXVI;fol39v;Guerin_tome1-tome12.xml
JJ55;;LXXVI;fol41;Guerin_tome1-tome12.xml
JJ56;27;LXXVII;fol9v;Guerin_tome1-tome12.xml
JJ55;49;LXXVIII;fol22v;Guerin_tome1-tome12.xml
JJ56;161;LXXIX;fol76v;Guerin_tome1-tome12.xml
JJ56;145;LXXX;fol45;Guerin_tome1-tome12.xml
JJ56;180;LXXXI;fol85v;Guerin_tome1-tome12.xml
JJ56;206;LXXXII;fol91;Guerin_tome1-tome12.xml
JJ56;172;LXXXIII;fol81v;Guerin_tome1-tome12.xml
JJ55;123;LXXXIV;fol58;Guerin_tome1-tome12.xml
JJ55;132;LXXXV;fol62;Guerin_tome1-tome12.xml
JJ55;118;LXXXVI;fol56;Guerin_tome1-tome12.xml
JJ58;388;LXXXVII;fol21v;Guerin_tome1-tome12.xml
JJ59;395;LXXXVIII;fol222;Guerin_tome1-tome12.xml
JJ59;360;LXXXIX;fol203v;Guerin_tome1-tome12.xml
JJ59;616;XC;fol336;Guerin_tome1-tome12.xml
JJ60;7;XCI;fol2v;Guerin_tome1-tome12.xml
JJ60;197;XCII;fol125v;Guerin_tome1-tome12.xml
JJ60;148;XCIII;fol94v;Guerin_tome1-tome12.xml
JJ60;170;XCIV;fol107v;Guerin_tome1-tome12.xml
JJ61;12;XCV;fol4v;Guerin_tome1-tome12.xml
JJ61;11;XCV;fol4v;Guerin_tome1-tome12.xml
JJ61;22;XCVI;fol8v;Guerin_tome1-tome12.xml
JJ61;26;XCVII;fol9v;Guerin_tome1-tome12.xml
JJ61;44;XCVIII;fol17;Guerin_tome1-tome12.xml
JJ61;386;XCIX;fol164;Guerin_tome1-tome12.xml
JJ61;307;C;fol135;Guerin_tome1-tome12.xml
JJ61;310;CI;fol135v;Guerin_tome1-tome12.xml
JJ61;396;CII;fol167;Guerin_tome1-tome12.xml
JJ61;409;CIII;fol470;Guerin_tome1-tome12.xml
JJ62;69;CIV;fol38v;Guerin_tome1-tome12.xml
JJ62;70;CV;fol38v;Guerin_tome1-tome12.xml
JJ62;75;CVI;fol41v;Guerin_tome1-tome12.xml
JJ62;145;CVII;fol82;Guerin_tome1-tome12.xml
JJ62;172;CVIII;fol93v;Guerin_tome1-tome12.xml
JJ62;173;CIX;fol94;Guerin_tome1-tome12.xml
JJ62;269;CX;fol152v;Guerin_tome1-tome12.xml
JJ62;87;CXI;fol53v;Guerin_tome1-tome12.xml
JJ64;309;CXII;fol153v;Guerin_tome1-tome12.xml
JJ64;56;CXIII;fol29v;Guerin_tome1-tome12.xml
JJ64;92;CXIV;fol48;Guerin_tome1-tome12.xml
JJ64;93;CXV;fol48;Guerin_tome1-tome12.xml
JJ64;94;CXVI;fol48v;Guerin_tome1-tome12.xml
JJ64;585;CXVII;fol333v;Guerin_tome1-tome12.xml
JJ64;360;CXVIII;fol183;Guerin_tome1-tome12.xml
JJ64;117;CXIX;fol64v;Guerin_tome1-tome12.xml
JJ64;230;CXX;fol128v;Guerin_tome1-tome12.xml
JJ64;159;CXXI;fol92;Guerin_tome1-tome12.xml
JJ64;160;CXXII;fol92v;Guerin_tome1-tome12.xml
JJ64;206;CXXIII;fol115;Guerin_tome1-tome12.xml
JJ64;307;CXXIV;fol153;Guerin_tome1-tome12.xml
JJ64;87;CXXV;fol45v;Guerin_tome1-tome12.xml
JJ64;286;CXXVI;fol140v;Guerin_tome1-tome12.xml
JJ64;370;CXXVII;fol191;Guerin_tome1-tome12.xml
JJ64;395;CXXVIII;fol204;Guerin_tome1-tome12.xml
JJ65A;21;CXXIX;fol11v;Guerin_tome1-tome12.xml
JJ64;454;CXXX;fol242;Guerin_tome1-tome12.xml
JJ64;713;CXXXI;fol415;Guerin_tome1-tome12.xml
JJ64;543;CXXXII;fol302;Guerin_tome1-tome12.xml
JJ64;494;CXXXII;fol274v;Guerin_tome1-tome12.xml
JJ64;674;CXXXIII;fol393v;Guerin_tome1-tome12.xml
JJ64;630;CXXXIV;fol360;Guerin_tome1-tome12.xml
JJ64;560;CXXXV;fol321v;Guerin_tome1-tome12.xml
JJ64;644;CXXXVI;fol371;Guerin_tome1-tome12.xml
JJ65A;103;CXXXVII;fol77v;Guerin_tome1-tome12.xml
JJ65A;258;CXXXVIII;fol166;Guerin_tome1-tome12.xml
JJ65A;184;CXXXIX;fol124v;Guerin_tome1-tome12.xml
JJ65B;88;CXL;fol22;Guerin_tome1-tome12.xml
JJ65B;115;CXLI;fol30v;Guerin_tome1-tome12.xml
JJ65B;4;CXLII;fol1;Guerin_tome1-tome12.xml
JJ65;326;CXLIII;fol113;Guerin_tome1-tome12.xml
JJ66;50;CXLIV;fol14v;Guerin_tome1-tome12.xml
JJ66;1088;CXLV;fol465;Guerin_tome1-tome12.xml
JJ67;97;CXLVI;fol34v;Guerin_tome1-tome12.xml
JJ67;72;CXLVII;fol25;Guerin_tome1-tome12.xml
JJ66;113;CXLVIII;fol38;Guerin_tome1-tome12.xml
JJ66;53;CXLIX;fol15;Guerin_tome1-tome12.xml
JJ66;123;CL;fol45;Guerin_tome1-tome12.xml
JJ66;263;CLI;fol99;Guerin_tome1-tome12.xml
JJ66;46;CLII;fol13v;Guerin_tome1-tome12.xml
JJ66;93;CLIII;fol32v;Guerin_tome1-tome12.xml
JJ66;91;CLIV;fol32;Guerin_tome1-tome12.xml
JJ66;323;CLV;fol126v;Guerin_tome1-tome12.xml
JJ66;147;CLVI;fol56v;Guerin_tome1-tome12.xml
JJ66;734;CLVII;fol299;Guerin_tome1-tome12.xml
JJ66;747;CLVIII;fol311;Guerin_tome1-tome12.xml
JJ66;479;CLIX;fol192;Guerin_tome1-tome12.xml
JJ66;852;CLX;fol348;Guerin_tome1-tome12.xml
JJ66;1106;CLXI;fol477v;Guerin_tome1-tome12.xml
JJ66;789;CLXII;fol329;Guerin_tome1-tome12.xml
JJ66;435;CLXIII;fol177v;Guerin_tome1-tome12.xml
JJ66;614;CLXIV;fol259v;Guerin_tome1-tome12.xml
JJ66;854;CLXV;fol348;Guerin_tome1-tome12.xml
JJ66;800;CLXVI;fol332;Guerin_tome1-tome12.xml
JJ66;853;CLXVII;fol348;Guerin_tome1-tome12.xml
JJ66;908;CLXVIII;fol372v;Guerin_tome1-tome12.xml
JJ66;513;CLXIX;fol207v;Guerin_tome1-tome12.xml
JJ66;610;CLXX;fol258;Guerin_tome1-tome12.xml
JJ66;899;CLXXI;fol371;Guerin_tome1-tome12.xml
JJ66;972;CLXXII;fol404;Guerin_tome1-tome12.xml
JJ66;1018;CLXXIII;fol425;Guerin_tome1-tome12.xml
JJ66;1139;CLXXIV;fol489v;Guerin_tome1-tome12.xml
JJ66;1138;CLXXV;fol489v;Guerin_tome1-tome12.xml
JJ66;1084;CLXXVI;fol463v;Guerin_tome1-tome12.xml
JJ66;1082;CLXXVII;fol462;Guerin_tome1-tome12.xml
JJ66;1081;CLXXVIII;fol462;Guerin_tome1-tome12.xml
JJ66;1085;CLXXIX;fol464;Guerin_tome1-tome12.xml
JJ66;1264;CLXXX;fol541v;Guerin_tome1-tome12.xml
JJ66;1178;CLXXXI;fol503;Guerin_tome1-tome12.xml
JJ66;1184;CLXXXII;fol506v;Guerin_tome1-tome12.xml
JJ35;18;CLXXXIII;fol4v;Guerin_tome1-tome12.xml
JJ36;18;CLXXXIII;fol4v;Guerin_tome1-tome12.xml
JJ35;24;CLXXXIV;fol6v;Guerin_tome1-tome12.xml
JJ36;23;CLXXXIV;fol6;Guerin_tome1-tome12.xml
JJ35;23;CLXXXV;fol6;Guerin_tome1-tome12.xml
JJ35;22;CLXXXV;fol6;Guerin_tome1-tome12.xml
JJ35;26;CLXXXVI;;Guerin_tome1-tome12.xml
JJ36;25;CLXXXVI;fol7v;Guerin_tome1-tome12.xml
JJ35;70;CLXXXVII;fol23v;Guerin_tome1-tome12.xml
JJ36;68;CLXXXVII;fol26v;Guerin_tome1-tome12.xml
JJ35;89;CLXXXVIII;fol32v;Guerin_tome1-tome12.xml
JJ36;86;CLXXXVIII;fol33v;Guerin_tome1-tome12.xml
JJ35;90;CLXXXIX;fol32v;Guerin_tome1-tome12.xml
JJ36;87;CLXXXIX;fol33v;Guerin_tome1-tome12.xml
JJ35;91;CXC;fol33;Guerin_tome1-tome12.xml
JJ36;88;CXC;fol34;Guerin_tome1-tome12.xml
JJ35;109;CXCI;fol41v;Guerin_tome1-tome12.xml
JJ36;106;CXCI;fol41v;Guerin_tome1-tome12.xml
JJ35;115;CXCII;fol43;Guerin_tome1-tome12.xml
JJ36;112;CXCII;fol43;Guerin_tome1-tome12.xml
JJ35;120;CXCIII;;Guerin_tome1-tome12.xml
JJ36;117;CXCIII;;Guerin_tome1-tome12.xml
JJ35;167;CXCIV;fol79v;Guerin_tome1-tome12.xml
JJ36;165;CXCIV;fol71;Guerin_tome1-tome12.xml
JJ35;169;CXCV;fol81;Guerin_tome1-tome12.xml
JJ36;167;CXCV;fol72;Guerin_tome1-tome12.xml
JJ35;178;CXCVI;fol88;Guerin_tome1-tome12.xml
JJ36;177;CXCVI;fol77;Guerin_tome1-tome12.xml
JJ35;176;CXCVII;fol86v;Guerin_tome1-tome12.xml
JJ36;175;CXCVII;fol76;Guerin_tome1-tome12.xml
JJ35;182;CXCVIII;fol90;Guerin_tome1-tome12.xml
JJ36;181;CXCVIII;fol78v;Guerin_tome1-tome12.xml
JJ35;184;CXCIX;fol92;Guerin_tome1-tome12.xml
JJ36;183;CXCIX;fol80;Guerin_tome1-tome12.xml
JJ35;213;CC;fol110;Guerin_tome1-tome12.xml
JJ36;203;CC;fol87v;Guerin_tome1-tome12.xml
JJ35;196;CCI;fol97v;Guerin_tome1-tome12.xml
JJ36;195;CCI;fol84;Guerin_tome1-tome12.xml
JJ36;225;CCII;fol97;Guerin_tome1-tome12.xml
JJ36;242;CCIII;fol101;Guerin_tome1-tome12.xml
JJ42A;117;CCIV;fol114;Guerin_tome1-tome12.xml
JJ42A;52;CCV;fol85;Guerin_tome1-tome12.xml
JJ42A;27;CCVI;fol74;Guerin_tome1-tome12.xml
JJ42A;39;CCVII;fol79;Guerin_tome1-tome12.xml
JJ40;114;CCVIII;fol57v;Guerin_tome1-tome12.xml
JJ45;85;CCIX;fol56;Guerin_tome1-tome12.xml
JJ45;168;CCX;fol107;Guerin_tome1-tome12.xml
JJ48;53;CCXI;fol32;Guerin_tome1-tome12.xml
JJ48;222;CCXII;fol133v;Guerin_tome1-tome12.xml
JJ52;53;CCXIII;fol28;Guerin_tome1-tome12.xml
JJ54A;13;CCXIV;fol2;Guerin_tome1-tome12.xml
JJ54A;63;CCXV;fol5;Guerin_tome1-tome12.xml
JJ54A;116;CCXVI;fol8v;Guerin_tome1-tome12.xml
JJ53;19;CCXVII;fol9v;Guerin_tome1-tome12.xml
JJ53;118;CCXVIII;fol53;Guerin_tome1-tome12.xml
JJ54A;373;CCXIX;fol24v;Guerin_tome1-tome12.xml
JJ55;97;CCXX;fol46v;Guerin_tome1-tome12.xml
JJ56;534;CCXXI;fol233v;Guerin_tome1-tome12.xml
JJ55;143;CCXXII;fol66;Guerin_tome1-tome12.xml
JJ56;540;CCXXIII;fol235;Guerin_tome1-tome12.xml
JJ56;543;CCXXIV;fol237;Guerin_tome1-tome12.xml
JJ62;49;CCXXIV;fol29;Guerin_tome1-tome12.xml
JJ55;155;CCXXV;fol70;Guerin_tome1-tome12.xml
JJ58;398;CCXXVI;fol37v;Guerin_tome1-tome12.xml
JJ58;439;CCXXVII;fol49;Guerin_tome1-tome12.xml
JJ58;451;CCXXVIII;fol55v;Guerin_tome1-tome12.xml
JJ60;32;CCXXIX;fol14;Guerin_tome1-tome12.xml
JJ60;129;CCXXX;fol88v;Guerin_tome1-tome12.xml
JJ60;143;CCXXXI;fol92v;Guerin_tome1-tome12.xml
JJ61;359;CCXXXII;fol157;Guerin_tome1-tome12.xml
JJ62;155;CCXXXIII;fol89v;Guerin_tome1-tome12.xml
JJ64;74;CCXXXIV;fol39;Guerin_tome1-tome12.xml
JJ65A;117;CCXXXV;fol83v;Guerin_tome1-tome12.xml
JJ66;272;CCXXXVI;fol101v;Guerin_tome1-tome12.xml
JJ66;242;CCXXXVII;fol37;Guerin_tome1-tome12.xml
JJ79B;41;CCXXXVIII;fol31;Guerin_tome1-tome12.xml
JJ66;602;CCXXXIX;fol254v;Guerin_tome1-tome12.xml
JJ66;1335;CCXL;fol575v;Guerin_tome1-tome12.xml
JJ66;1433;CCXLI;fol627;Guerin_tome1-tome12.xml
JJ70;163;CCXLII;fol48[corr78]v;Guerin_tome1-tome12.xml
JJ70;166;CCXLIII;fol49[corr79];Guerin_tome1-tome12.xml
JJ69;118;CCXLIV;fol46v;Guerin_tome1-tome12.xml
JJ69;177;CCXLV;fol71v;Guerin_tome1-tome12.xml
JJ69;219;CCXLVI;fol95;Guerin_tome1-tome12.xml
JJ69;167;CCXLVII;fol60;Guerin_tome1-tome12.xml
JJ69;294;CCXLVIII;fol122v;Guerin_tome1-tome12.xml
JJ69;240;CCXLIX;fol104v;Guerin_tome1-tome12.xml
JJ70;87;CCL;fol41;Guerin_tome1-tome12.xml
JJ70;68;CCLI;fol33;Guerin_tome1-tome12.xml
JJ269;207;CCLII;fol95;Guerin_tome1-tome12.xml
JJ70;285;CCLIII;fol129;Guerin_tome1-tome12.xml
JJC;;CCLIV;fol80;Guerin_tome1-tome12.xml
JJD;;CCLIV;fol78v;Guerin_tome1-tome12.xml
JJ68;20;CCLV;fol13;Guerin_tome1-tome12.xml
JJ71;57;CCLVI;fol45v;Guerin_tome1-tome12.xml
JJ71;131;CCLVII;fol104;Guerin_tome1-tome12.xml
JJ71;150;CCLVIII;fol111v;Guerin_tome1-tome12.xml
JJ72;516;CCLIX;fol405;Guerin_tome1-tome12.xml
JJ73;263;CCLX;fol203;Guerin_tome1-tome12.xml
JJ73;205;CCLXI;fol203;Guerin_tome1-tome12.xml
JJ73;175;CCLXII;fol142v;Guerin_tome1-tome12.xml
JJ269;208;CCLXIII;fol95;Guerin_tome1-tome12.xml
JJ72;69;CCLXIV;fol60v;Guerin_tome1-tome12.xml
JJ72;117;CCLXV;fol80;Guerin_tome1-tome12.xml
JJ269;193;CCLXVI;fol81ν°;Guerin_tome1-tome12.xml
JJ74;687;CCLXVII;fol412v;Guerin_tome1-tome12.xml
JJ74;687;CCLXVIII;fol412v;Guerin_tome1-tome12.xml
JJ74;687;CCLXIX;fol413;Guerin_tome1-tome12.xml
JJ72;33;CCLXX;fol35;Guerin_tome1-tome12.xml
JJ73;250;CCLXXI;fol194v;Guerin_tome1-tome12.xml
JJ68;235;CCLXXII;fol426;Guerin_tome1-tome12.xml
JJ72;314;CCLXXIII;fol231;Guerin_tome1-tome12.xml
JJ73;55;CCLXXIV;fol43v;Guerin_tome1-tome12.xml
JJ72;157;CCLXXV;fol97v;Guerin_tome1-tome12.xml
JJ72;283;CCLXXVI;fol206;Guerin_tome1-tome12.xml
JJ269;209;CCLXXVII;fol95v;Guerin_tome1-tome12.xml
JJ269;210;CCLXXVII;fol95v;Guerin_tome1-tome12.xml
JJ72;190;CCLXXVIII;fol125;Guerin_tome1-tome12.xml
JJ74;56;CCLXXIX;fol32v;Guerin_tome1-tome12.xml
JJ72;205;CCLXXX;fol135;Guerin_tome1-tome12.xml
JJ269;202;CCLXXX;fol94;Guerin_tome1-tome12.xml
JJ73;348;CCLXXXI;fol281v;Guerin_tome1-tome12.xml
JJ73;339;CCLXXXII;fol271v;Guerin_tome1-tome12.xml
JJ72;178;CCLXXXIII;fol113;Guerin_tome1-tome12.xml
JJ72;231;CCLXXXIV;fol170;Guerin_tome1-tome12.xml
JJ72;232;CCLXXXV;fol170v;Guerin_tome1-tome12.xml
JJ73;22;CCLXXXVI;fol17v;Guerin_tome1-tome12.xml
JJ74;687;CCLXXXVII;fol412v;Guerin_tome1-tome12.xml
JJ269;203;CCLXXXVIII;fol94;Guerin_tome1-tome12.xml
JJ72;256;CCLXXXIX;fol187v;Guerin_tome1-tome12.xml
JJ74;93;CCXC;fol57v;Guerin_tome1-tome12.xml
JJ74;567;CCXCI;fol337;Guerin_tome1-tome12.xml
JJ74;134;CCXCII;fol82v;Guerin_tome1-tome12.xml
JJ74;480;CCXCIII;fol280v;Guerin_tome1-tome12.xml
JJ74;679;CCXCIV;fol405v;Guerin_tome1-tome12.xml
JJ75;463;CCXCV;fol282;Guerin_tome1-tome12.xml
JJ74;241;CCXCVI;fol138v;Guerin_tome1-tome12.xml
JJ74;492;CCXCVII;fol289;Guerin_tome1-tome12.xml
JJ74;485;CCXCVIII;fol286v;Guerin_tome1-tome12.xml
JJ74;203;CCXCIX;fol119v;Guerin_tome1-tome12.xml
JJ68;67;CCC;fol39;Guerin_tome1-tome12.xml
JJ75;16;CCCI;fol5v;Guerin_tome1-tome12.xml
JJ75;226;CCCII;fol112;Guerin_tome1-tome12.xml
JJ68;70;CCCIII;fol40;Guerin_tome1-tome12.xml
JJ75;184;CCCIV;fol89;Guerin_tome1-tome12.xml
JJ75;338;CCCV;fol204;Guerin_tome1-tome12.xml
JJ68;115;CCCVI;fol66;Guerin_tome1-tome12.xml
JJ68;117;CCCVII;fol66v;Guerin_tome1-tome12.xml
JJ75;411;CCCVIII;fol249;Guerin_tome1-tome12.xml
JJ68;106;CCCIX;fol61v;Guerin_tome1-tome12.xml
JJ68;118;CCCX;fol66v;Guerin_tome1-tome12.xml
JJ68;180;CCCXI;fol95;Guerin_tome1-tome12.xml
JJ68;136;CCCXII;fol426v[corr126v];Guerin_tome1-tome12.xml
JJ68;235;CCCXIII;fol426;Guerin_tome1-tome12.xml
JJ269;224;CCCXIV;fol105;Guerin_tome1-tome12.xml
JJ269;222;CCCXV;fol103v;Guerin_tome1-tome12.xml
JJ269;223;CCCXVI;fol104v;Guerin_tome1-tome12.xml
JJ269;204;CCCXVII;fol94;Guerin_tome1-tome12.xml
JJ68;319;CCCXVIII;fol466[corr166];Guerin_tome1-tome12.xml
JJ76;269;CCCXIX;fol160v;Guerin_tome1-tome12.xml
JJ77;93;CCCXX;fol49v;Guerin_tome1-tome12.xml
JJ68;244;CCCXXI;fol430;Guerin_tome1-tome12.xml
JJ77;51;CCCXXII;fol29v;Guerin_tome1-tome12.xml
JJ77;34;CCCXXIII;fol22;Guerin_tome1-tome12.xml
JJ77;49;CCCXXIV;fol28v;Guerin_tome1-tome12.xml
JJ76;315;CCCXXV;fol188v;Guerin_tome1-tome12.xml
JJ78;185;CCCXXVI;fol96v;Guerin_tome1-tome12.xml
JJ77;98;CCCXXVII;fol52v;Guerin_tome1-tome12.xml
JJ77;114;CCCXXVIII;fol61;Guerin_tome1-tome12.xml
JJ76;11;CCCXXIX;fol9v;Guerin_tome1-tome12.xml
JJ76;44;CCCXXX;fol39;Guerin_tome1-tome12.xml
JJ76;368;CCCXXXI;fol222v;Guerin_tome1-tome12.xml
JJ77;154;CCCXXXII;fol79;Guerin_tome1-tome12.xml
JJ76;357;СССХХXIII;fol218v;Guerin_tome1-tome12.xml
JJ76;312;CCCXXXIV;fol186v;Guerin_tome1-tome12.xml
JJ68;284;CCCXXXV;fol451;Guerin_tome1-tome12.xml
JJ77;153;CCCXXXVI;fol77v;Guerin_tome1-tome12.xml
JJ76;44;CCCXXXVII;fol39;Guerin_tome1-tome12.xml
JJ76;49;CCCXXXVIII;fol44v;Guerin_tome1-tome12.xml
JJ76;52;CCCXXXIX;fol46;Guerin_tome1-tome12.xml
JJ76;233;CCCXL;fol143;Guerin_tome1-tome12.xml
JJ77;197;CCCXLI;fol109v;Guerin_tome1-tome12.xml
JJ77;240;CCCXLII;fol133;Guerin_tome1-tome12.xml
JJ77;352;CCCXLIII;fol214v;Guerin_tome1-tome12.xml
JJ77;240;CCCXLIV;fol133;Guerin_tome1-tome12.xml
JJ77;166;CCCXLV;fol87v;Guerin_tome1-tome12.xml
JJ77;184;CCCXLVI;fol101v;Guerin_tome1-tome12.xml
JJ77;196;CCCXLVII;fol109;Guerin_tome1-tome12.xml
JJ77;305;CCCXLVIII;fol188;Guerin_tome1-tome12.xml
JJ68;355;CCCXLIX;fol484v[corr184v];Guerin_tome1-tome12.xml
JJ68;369;CCCL;fol489[corr189];Guerin_tome1-tome12.xml
JJ78;82;CCCLI;fol37v;Guerin_tome1-tome12.xml
JJ78;75;CCCLII;fol35v;Guerin_tome1-tome12.xml
JJ78;203;CCCLIII;fol107;Guerin_tome1-tome12.xml
JJ78;94;CCCLIV;fol43v;Guerin_tome1-tome12.xml
JJ78;107;CCCLV;fol48;Guerin_tome1-tome12.xml
JJ78;216;CCCLVI;fol114;Guerin_tome1-tome12.xml
JJ80;6;CCCLVII;fol2;Guerin_tome1-tome12.xml
JJ80;399;CCCLVIII;fol285v;Guerin_tome1-tome12.xml
JJ80;768;CCCLIX;fol461;Guerin_tome1-tome12.xml
JJ80;192;CCCLX;fol157v;Guerin_tome1-tome12.xml
JJ80;212;CCCLXI;fol166;Guerin_tome1-tome12.xml
JJ80;577;CCCLXII;fol375;Guerin_tome1-tome12.xml
JJ80;243;CCCLXIII;fol181;Guerin_tome1-tome12.xml
JJ80;287;CCCLXIV;fol200v;Guerin_tome1-tome12.xml
JJ80;778;CCCLXV;fol465v;Guerin_tome1-tome12.xml
JJ80;376;CCCLXVI;fol286v;Guerin_tome1-tome12.xml
JJ81;22;CCCLXVII;fol10;Guerin_tome1-tome12.xml
JJ84;118;CCCLXVIII;fol59;Guerin_tome1-tome12.xml
JJ80;574;CCCLXIX;fol373v;Guerin_tome1-tome12.xml
JJ81;7;CCCLXX;fol3v;Guerin_tome1-tome12.xml
JJ81;45;CCCLXXI;fol24v;Guerin_tome1-tome12.xml
JJ81;151;CCCLXXII;fol85v;Guerin_tome1-tome12.xml
JJ81;210;CCCLXXIII;fol116;Guerin_tome1-tome12.xml
JJ81;314;CCCLXXIV;fol158;Guerin_tome1-tome12.xml
JJ81;145bis;CCCLXXV;fol82v;Guerin_tome1-tome12.xml
JJ81;607;CCCLXXVI;fol312;Guerin_tome1-tome12.xml
JJ81;284;CCCLXXVII;fol143;Guerin_tome1-tome12.xml
JJ81;288bis;CCCLXXVIII;fol147v;Guerin_tome1-tome12.xml
JJ81;437;CCCLXXIX;fol213v;Guerin_tome1-tome12.xml
JJ81;552;CCCLXXX;fol281v;Guerin_tome1-tome12.xml
JJ82;95;CCCLXXXI;fol58;Guerin_tome1-tome12.xml
